Video ID,User ID,Comment
smQNNo2a9xc,UCVVu2zd92FsJDbxmpfCDbOQ,"All the people i know that voted for him, dont care about this stuff. And im gonna get off here and never read your comments, so be mad.  But its the truth, no one cares"
smQNNo2a9xc,UCVVu2zd92FsJDbxmpfCDbOQ,"Thats why trump is in the white house, cause we all obviously dont care anymore"
smQNNo2a9xc,UCpRsQ_s0Nbe-VDbT5qlLzcg,And this man wants us to put microchips he made in our brains
smQNNo2a9xc,UCySU_2uUJjqXaj4UdcCK2SA,In all fairness Elon is a self-professed autistic man who literally just said &quot;my heart goes out to you&quot; and put his hand on his heart and kind of threw it out to the crowd. I&#39;ll give him the benefit of the doubt because I think he is not very self-aware.
smQNNo2a9xc,UCaCI1Z8i4FrrYF1GjFJtKbg,"To me it just looks like a gesture to go along with &quot;my heart to you&quot; hand over the heart then waved out to the audience,  either way I don&#39;t care ,  by his policies and positions he takes are what will show his intentions"
smQNNo2a9xc,UCW_-0wDeJeT16HAsU-YVAag,america is my favourite show
smQNNo2a9xc,UCPd6Izhzdn9TbEdKBZRBrqg,Yay Elon<br><br>Yay Elon!!<br><br>Elon??<br><br>Why Elon?
smQNNo2a9xc,UCpKcnN-kgWu5o7tEBVaCFmg,I don’t care about Elon musk at all or anything but this is not a proper salute. It appears he was making a gesture saying his heart goes out to you throwing his heart at the audience basically. I believe if he did the salute properly he would have had a knife hand the entire time but he was grabbing his chest and throwing it at the audience. But what do I know.
smQNNo2a9xc,UCgYWhHZmwc8Sq1vjfpvEDSQ,"Why is this described as &quot;appears&quot;? We all saw what we saw. Given his support of extreme right-wing groups in more than one country, there really isn&#39;t any plausible deniabilty."
smQNNo2a9xc,UCsd6W9A8kGdKUibFojOi75Q,I like the noise he make after he slaps his heart lol
smQNNo2a9xc,UCXuLVtISIoIpknIHU_AzmqA,"He&#39;s the &quot;smartest&quot; man in the world, but doesn&#39;t know any better?"
smQNNo2a9xc,UCPjKEHUYViK-duswC7TT7Ew,Still better than the British Monarchy.
smQNNo2a9xc,UCZ2PJtE99PHbhft7nqtmg0A,This is. Just a promotion for Tesla model SS
smQNNo2a9xc,UC2N-svlhv1VxZICqH_OM_OQ,Elon musk is cringe. Thinks he’s cool. We need his high school bullies to set him straight again.
smQNNo2a9xc,UChHY8kZM6UJuPQq6phLS5Dw,I think he&#39;s letting the pedophiles and child molestors know they ain&#39;t safe lol
smQNNo2a9xc,UCkEBNfJuvLjD3SL6c1JmglA,I don’t think anyone here knows that’s HOW WE USED TO SALUTE
smQNNo2a9xc,UCEFpRCiU1122S-rZ-cvonDQ,It even made a swoosh
smQNNo2a9xc,UCRJojjV-nEYtJfpASomfJ1g,Hail hydra
smQNNo2a9xc,UCTozS1sg4-BsNYaPcjcD-sg,Know your audience . He knew his exactly 👍
smQNNo2a9xc,UCF9a8eq5AwnMynf3TFNMkww,Kinda based Roman salute. He needs to work on his form more. Closed fingers straighter arm.
smQNNo2a9xc,UCllzuyOm3-rVXzXw0pw4wbw,"I cannot believe people are defending this. He did the salute TWICE! Open your eyes people, this is not your champion."
smQNNo2a9xc,UCIjfx5RLmScbMtweDsl_boQ,He is a loser
smQNNo2a9xc,UCXJimb19AozA4eZGqeydznw,"Dayyum, y&#39;all 😵‍💫 Natalie Rupnow &amp; Solomon Henderson would be extremely happy to see this... oh, yea, they killed themselves 😏"
smQNNo2a9xc,UCBlBs3Vi9ToA-Qoa6AA0Bpg,Oh come on. It was a salut of passion.
smQNNo2a9xc,UCgYfgY9M6kQCjSZmoA08ONA,"<a href=""https://www.youtube.com/watch?v=smQNNo2a9xc&amp;t=6"">0:06</a> you utter fool. German science is the best in the world"
smQNNo2a9xc,UCXoVdyiQYLmFaYlO-WUnLEg,this is too much. he has to be punished
smQNNo2a9xc,UCADhAMwqou5W3cT43jeAlWg,"Originating from Jacques-Louis David&#39;s painting The Oath of the Horatii (1784), the gesture quickly developed a historically inaccurate association with Roman republican and imperial culture."
smQNNo2a9xc,UC8IcCDz--6fn-kaEJoTSgTw,American History X - the beginning
smQNNo2a9xc,UCGC3K-4obOtWbjDWq74Z2gQ,They couldn’t put a fire down what  human on Mars are we talking about???🤷‍♂️🤡
smQNNo2a9xc,UC6-gU1PuLv8wUs244hAamtw,hail hydra???
smQNNo2a9xc,UCtps_BKd_AkA29E_li7ZhEw,Pay attention Israel! 1 of the Elites just showed u who he is....APTTMH!
smQNNo2a9xc,UCQrQu2-dDGsEmV4zA50hXHg,Hail victory!  Nice.
smQNNo2a9xc,UCPoVsX4GzoAm7bsGT2HtpnA,Elon Musk went from Bruce Wayne to Red Skull in mere seconds
smQNNo2a9xc,UCGLU0gpKM4VxtNugau1aEwQ,And the ADL gave him cover like he was on their football team.
smQNNo2a9xc,UCw40UHy_f21ErVdy8i_lrsg,Tesla SS
smQNNo2a9xc,UCWtEotoS7SyR95UhS6J3zEA,"If people haven’t realized how evil this dude is, they haven’t been paying attention."
